epoc (ms),timestamp (-0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1516040742674,2018-01-15T10.25.42.674,1.821,-0.037,0.005,0.998
1516040742674,2018-01-15T10.25.42.674,1.821,-0.037,0.005,0.995
1516040742683,2018-01-15T10.25.42.683,1.830,-0.037,0.007,0.998
1516040742683,2018-01-15T10.25.42.683,1.830,-0.038,0.006,0.996
1516040742683,2018-01-15T10.25.42.683,1.830,-0.038,0.004,0.996
1516040742687,2018-01-15T10.25.42.687,1.834,-0.042,0.007,0.999
1516040742687,2018-01-15T10.25.42.687,1.834,-0.039,0.007,1.001
1516040742687,2018-01-15T10.25.42.687,1.834,-0.039,0.008,1.001
1516040742713,2018-01-15T10.25.42.713,1.860,-0.042,0.008,1.001
1516040742713,2018-01-15T10.25.42.713,1.860,-0.040,0.001,0.999
1516040742713,2018-01-15T10.25.42.713,1.860,-0.037,0.006,0.994
1516040742719,2018-01-15T10.25.42.719,1.866,-0.038,0.007,0.998
1516040742719,2018-01-15T10.25.42.719,1.866,-0.041,0.003,0.996
1516040742719,2018-01-15T10.25.42.719,1.866,-0.042,0.006,0.998
1516040742743,2018-01-15T10.25.42.743,1.890,-0.042,0.007,0.996
1516040742743,2018-01-15T10.25.42.743,1.890,-0.042,0.007,0.998
1516040742743,2018-01-15T10.25.42.743,1.890,-0.042,0.006,0.997
1516040742747,2018-01-15T10.25.42.747,1.894,-0.042,0.009,0.998
1516040742747,2018-01-15T10.25.42.747,1.894,-0.044,0.009,1.000
1516040742747,2018-01-15T10.25.42.747,1.894,-0.042,0.008,1.000
1516040742773,2018-01-15T10.25.42.773,1.920,-0.040,0.010,0.999
1516040742773,2018-01-15T10.25.42.773,1.920,-0.042,0.009,0.999
1516040742773,2018-01-15T10.25.42.773,1.920,-0.044,0.005,0.998
1516040742780,2018-01-15T10.25.42.780,1.927,-0.043,0.006,0.999
1516040742780,2018-01-15T10.25.42.780,1.927,-0.044,0.006,1.000
1516040742780,2018-01-15T10.25.42.780,1.927,-0.044,0.009,1.000
1516040742803,2018-01-15T10.25.42.803,1.950,-0.042,0.008,0.995
1516040742803,2018-01-15T10.25.42.803,1.950,-0.037,0.008,0.995
1516040742803,2018-01-15T10.25.42.803,1.950,-0.040,0.009,0.997
1516040742807,2018-01-15T10.25.42.807,1.954,-0.041,0.010,0.998
1516040742807,2018-01-15T10.25.42.807,1.954,-0.041,0.009,1.000
1516040742807,2018-01-15T10.25.42.807,1.954,-0.037,0.007,0.997
1516040742833,2018-01-15T10.25.42.833,1.980,-0.038,0.007,1.000
1516040742833,2018-01-15T10.25.42.833,1.980,-0.042,0.004,0.999
1516040742833,2018-01-15T10.25.42.833,1.980,-0.038,0.004,0.998
1516040742841,2018-01-15T10.25.42.841,1.988,-0.037,0.003,0.999
1516040742841,2018-01-15T10.25.42.841,1.988,-0.037,0.007,1.000
1516040742841,2018-01-15T10.25.42.841,1.988,-0.042,0.007,0.998
1516040742863,2018-01-15T10.25.42.863,2.010,-0.041,0.004,0.997
1516040742863,2018-01-15T10.25.42.863,2.010,-0.039,0.006,0.996
1516040742863,2018-01-15T10.25.42.863,2.010,-0.041,0.006,0.998
1516040742869,2018-01-15T10.25.42.869,2.016,-0.039,0.005,0.998
1516040742869,2018-01-15T10.25.42.869,2.016,-0.042,0.006,0.997
1516040742869,2018-01-15T10.25.42.869,2.016,-0.044,0.006,0.998
1516040742893,2018-01-15T10.25.42.893,2.040,-0.042,0.007,0.999
1516040742893,2018-01-15T10.25.42.893,2.040,-0.044,0.007,0.996
1516040742893,2018-01-15T10.25.42.893,2.040,-0.042,0.008,0.999
1516040742896,2018-01-15T10.25.42.896,2.043,-0.041,0.009,0.999
1516040742896,2018-01-15T10.25.42.896,2.043,-0.042,0.006,0.999
1516040742896,2018-01-15T10.25.42.896,2.043,-0.040,0.004,0.996
1516040742923,2018-01-15T10.25.42.923,2.070,-0.043,0.006,0.995
1516040742923,2018-01-15T10.25.42.923,2.070,-0.042,0.006,0.999
1516040742923,2018-01-15T10.25.42.923,2.070,-0.044,0.005,0.995
1516040742927,2018-01-15T10.25.42.927,2.074,-0.042,0.004,0.997
1516040742927,2018-01-15T10.25.42.927,2.074,-0.043,0.004,1.000
1516040742927,2018-01-15T10.25.42.927,2.074,-0.043,0.005,1.000
1516040742931,2018-01-15T10.25.42.931,2.078,-0.040,0.007,1.000
1516040742931,2018-01-15T10.25.42.931,2.078,-0.040,0.006,1.003
1516040742931,2018-01-15T10.25.42.931,2.078,-0.039,0.004,1.001
1516040742954,2018-01-15T10.25.42.954,2.101,-0.040,0.006,1.000
1516040742954,2018-01-15T10.25.42.954,2.101,-0.039,0.007,0.995
1516040742954,2018-01-15T10.25.42.954,2.101,-0.041,0.004,0.994
1516040742983,2018-01-15T10.25.42.983,2.130,-0.039,0.011,0.997
1516040742983,2018-01-15T10.25.42.983,2.130,-0.036,0.008,1.000
1516040742983,2018-01-15T10.25.42.983,2.130,-0.041,0.004,0.997
1516040742988,2018-01-15T10.25.42.988,2.135,-0.042,0.007,1.000
1516040742988,2018-01-15T10.25.42.988,2.135,-0.040,0.009,1.001
1516040742988,2018-01-15T10.25.42.988,2.135,-0.038,0.007,1.002
1516040742993,2018-01-15T10.25.42.993,2.140,-0.040,0.006,0.999
1516040742993,2018-01-15T10.25.42.993,2.140,-0.040,0.008,0.997
1516040742993,2018-01-15T10.25.42.993,2.140,-0.039,0.007,1.002
1516040743013,2018-01-15T10.25.43.013,2.160,-0.041,0.004,0.999
1516040743013,2018-01-15T10.25.43.013,2.160,-0.039,0.005,0.996
1516040743013,2018-01-15T10.25.43.013,2.160,-0.046,0.007,1.000
1516040743016,2018-01-15T10.25.43.016,2.163,-0.044,0.008,0.995
1516040743016,2018-01-15T10.25.43.016,2.163,-0.040,0.008,0.995
1516040743016,2018-01-15T10.25.43.016,2.163,-0.042,0.006,1.000
1516040743043,2018-01-15T10.25.43.043,2.190,-0.042,0.006,0.999
1516040743043,2018-01-15T10.25.43.043,2.190,-0.040,0.005,0.999
1516040743043,2018-01-15T10.25.43.043,2.190,-0.039,0.004,1.000
1516040743073,2018-01-15T10.25.43.073,2.220,-0.041,0.007,0.997
1516040743073,2018-01-15T10.25.43.073,2.220,-0.040,0.007,0.999
1516040743073,2018-01-15T10.25.43.073,2.220,-0.039,0.010,0.998
1516040743075,2018-01-15T10.25.43.075,2.222,-0.043,0.006,1.003
1516040743075,2018-01-15T10.25.43.075,2.222,-0.042,0.005,0.999
1516040743075,2018-01-15T10.25.43.075,2.222,-0.042,0.006,0.999
1516040743078,2018-01-15T10.25.43.078,2.225,-0.041,0.002,1.001
1516040743078,2018-01-15T10.25.43.078,2.225,-0.041,0.006,1.001
1516040743078,2018-01-15T10.25.43.078,2.225,-0.042,0.006,1.001
1516040743103,2018-01-15T10.25.43.103,2.250,-0.042,0.006,1.000
1516040743103,2018-01-15T10.25.43.103,2.250,-0.042,0.002,0.997
1516040743103,2018-01-15T10.25.43.103,2.250,-0.040,0.005,0.999
1516040743106,2018-01-15T10.25.43.106,2.253,-0.038,0.007,1.001
1516040743106,2018-01-15T10.25.43.106,2.253,-0.041,0.005,0.996
1516040743106,2018-01-15T10.25.43.106,2.253,-0.039,0.004,0.997
1516040743133,2018-01-15T10.25.43.133,2.280,-0.040,0.004,0.998
1516040743133,2018-01-15T10.25.43.133,2.280,-0.042,0.007,0.998
1516040743133,2018-01-15T10.25.43.133,2.280,-0.042,0.008,0.997
1516040743140,2018-01-15T10.25.43.140,2.287,-0.039,0.007,1.000
1516040743140,2018-01-15T10.25.43.140,2.287,-0.040,0.006,1.002
1516040743140,2018-01-15T10.25.43.140,2.287,-0.036,0.011,1.000
1516040743163,2018-01-15T10.25.43.163,2.310,-0.037,0.010,0.998
1516040743163,2018-01-15T10.25.43.163,2.310,-0.038,0.009,0.999
1516040743163,2018-01-15T10.25.43.163,2.310,-0.041,0.009,1.000
1516040743169,2018-01-15T10.25.43.169,2.316,-0.040,0.009,0.996
1516040743169,2018-01-15T10.25.43.169,2.316,-0.043,0.007,0.997
1516040743169,2018-01-15T10.25.43.169,2.316,-0.041,0.008,0.997
1516040743193,2018-01-15T10.25.43.193,2.340,-0.040,0.009,0.997
1516040743193,2018-01-15T10.25.43.193,2.340,-0.042,0.006,1.000
1516040743193,2018-01-15T10.25.43.193,2.340,-0.041,0.006,0.997
1516040743198,2018-01-15T10.25.43.198,2.345,-0.041,0.010,0.996
1516040743198,2018-01-15T10.25.43.198,2.345,-0.041,0.007,0.999
1516040743198,2018-01-15T10.25.43.198,2.345,-0.040,0.003,0.997
1516040743223,2018-01-15T10.25.43.223,2.370,-0.041,0.005,1.000
1516040743223,2018-01-15T10.25.43.223,2.370,-0.043,0.006,1.002
1516040743223,2018-01-15T10.25.43.223,2.370,-0.039,0.005,1.000
1516040743229,2018-01-15T10.25.43.229,2.376,-0.042,0.006,1.000
1516040743229,2018-01-15T10.25.43.229,2.376,-0.040,0.008,0.997
1516040743229,2018-01-15T10.25.43.229,2.376,-0.038,0.006,0.996
1516040743253,2018-01-15T10.25.43.253,2.400,-0.041,0.008,0.999
1516040743253,2018-01-15T10.25.43.253,2.400,-0.041,0.006,1.002
1516040743253,2018-01-15T10.25.43.253,2.400,-0.042,0.007,1.001
1516040743260,2018-01-15T10.25.43.260,2.407,-0.039,0.007,1.000
1516040743260,2018-01-15T10.25.43.260,2.407,-0.038,0.007,0.999
1516040743260,2018-01-15T10.25.43.260,2.407,-0.036,0.004,0.997
1516040743283,2018-01-15T10.25.43.283,2.430,-0.040,0.010,0.995
1516040743283,2018-01-15T10.25.43.283,2.430,-0.038,0.006,1.000
1516040743283,2018-01-15T10.25.43.283,2.430,-0.041,0.004,1.000
1516040743289,2018-01-15T10.25.43.289,2.436,-0.040,0.007,0.997
1516040743289,2018-01-15T10.25.43.289,2.436,-0.041,0.003,0.995
1516040743289,2018-01-15T10.25.43.289,2.436,-0.041,0.005,0.997
1516040743313,2018-01-15T10.25.43.313,2.460,-0.039,0.008,0.995
1516040743313,2018-01-15T10.25.43.313,2.460,-0.039,0.007,0.997
1516040743313,2018-01-15T10.25.43.313,2.460,-0.041,0.005,1.000
1516040743318,2018-01-15T10.25.43.318,2.465,-0.043,0.004,0.998
1516040743318,2018-01-15T10.25.43.318,2.465,-0.038,0.007,0.999
1516040743318,2018-01-15T10.25.43.318,2.465,-0.036,0.010,0.996
1516040743343,2018-01-15T10.25.43.343,2.490,-0.040,0.008,0.995
1516040743343,2018-01-15T10.25.43.343,2.490,-0.042,0.006,0.997
1516040743343,2018-01-15T10.25.43.343,2.490,-0.042,0.005,1.000
1516040743349,2018-01-15T10.25.43.349,2.496,-0.041,0.006,0.997
1516040743349,2018-01-15T10.25.43.349,2.496,-0.040,0.006,1.000
1516040743349,2018-01-15T10.25.43.349,2.496,-0.043,0.007,0.998
1516040743373,2018-01-15T10.25.43.373,2.520,-0.042,0.004,0.998
1516040743373,2018-01-15T10.25.43.373,2.520,-0.040,0.003,1.000
1516040743373,2018-01-15T10.25.43.373,2.520,-0.040,0.002,0.996
1516040743380,2018-01-15T10.25.43.380,2.527,-0.044,0.003,0.997
1516040743380,2018-01-15T10.25.43.380,2.527,-0.042,0.009,1.001
1516040743380,2018-01-15T10.25.43.380,2.527,-0.041,0.007,1.000
1516040743403,2018-01-15T10.25.43.403,2.550,-0.042,0.005,0.998
1516040743403,2018-01-15T10.25.43.403,2.550,-0.040,0.007,0.997
1516040743403,2018-01-15T10.25.43.403,2.550,-0.038,0.004,1.000
1516040743406,2018-01-15T10.25.43.406,2.553,-0.042,0.006,1.000
1516040743406,2018-01-15T10.25.43.406,2.553,-0.044,0.008,0.997
1516040743406,2018-01-15T10.25.43.406,2.553,-0.042,0.006,1.000
1516040743433,2018-01-15T10.25.43.433,2.580,-0.039,0.005,0.999
1516040743433,2018-01-15T10.25.43.433,2.580,-0.042,0.003,0.997
1516040743433,2018-01-15T10.25.43.433,2.580,-0.039,0.004,0.997
1516040743437,2018-01-15T10.25.43.437,2.584,-0.040,0.005,0.998
1516040743437,2018-01-15T10.25.43.437,2.584,-0.038,0.005,0.995
1516040743437,2018-01-15T10.25.43.437,2.584,-0.039,0.005,0.998
1516040743463,2018-01-15T10.25.43.463,2.610,-0.040,0.005,0.996
1516040743463,2018-01-15T10.25.43.463,2.610,-0.039,0.008,0.999
1516040743463,2018-01-15T10.25.43.463,2.610,-0.040,0.005,1.002
1516040743475,2018-01-15T10.25.43.475,2.622,-0.039,0.007,0.998
1516040743475,2018-01-15T10.25.43.475,2.622,-0.041,0.006,0.997
1516040743475,2018-01-15T10.25.43.475,2.622,-0.038,0.006,0.999
1516040743493,2018-01-15T10.25.43.493,2.640,-0.040,0.006,0.997
1516040743493,2018-01-15T10.25.43.493,2.640,-0.039,0.004,0.995
1516040743493,2018-01-15T10.25.43.493,2.640,-0.038,0.007,0.999
1516040743497,2018-01-15T10.25.43.497,2.644,-0.042,0.008,1.001
1516040743497,2018-01-15T10.25.43.497,2.644,-0.042,0.004,1.001
1516040743497,2018-01-15T10.25.43.497,2.644,-0.042,0.007,0.998
1516040743523,2018-01-15T10.25.43.523,2.670,-0.041,0.008,1.000
1516040743523,2018-01-15T10.25.43.523,2.670,-0.045,0.010,0.999
1516040743523,2018-01-15T10.25.43.523,2.670,-0.042,0.007,0.997
1516040743530,2018-01-15T10.25.43.530,2.677,-0.041,0.005,0.997
1516040743530,2018-01-15T10.25.43.530,2.677,-0.041,0.006,0.996
1516040743530,2018-01-15T10.25.43.530,2.677,-0.041,0.006,1.001
1516040743553,2018-01-15T10.25.43.553,2.700,-0.043,0.003,0.998
1516040743553,2018-01-15T10.25.43.553,2.700,-0.043,0.007,0.999
1516040743553,2018-01-15T10.25.43.553,2.700,-0.042,0.007,0.999
1516040743558,2018-01-15T10.25.43.558,2.705,-0.040,0.008,0.999
1516040743558,2018-01-15T10.25.43.558,2.705,-0.040,0.003,0.999
1516040743558,2018-01-15T10.25.43.558,2.705,-0.041,0.004,1.001
1516040743583,2018-01-15T10.25.43.583,2.730,-0.040,0.010,0.999
1516040743583,2018-01-15T10.25.43.583,2.730,-0.038,0.007,1.000
1516040743583,2018-01-15T10.25.43.583,2.730,-0.040,0.006,1.001
1516040743587,2018-01-15T10.25.43.587,2.734,-0.041,0.007,1.001
1516040743587,2018-01-15T10.25.43.587,2.734,-0.040,0.004,1.000
1516040743587,2018-01-15T10.25.43.587,2.734,-0.036,0.007,0.999
1516040743613,2018-01-15T10.25.43.613,2.760,-0.036,0.006,1.004
1516040743613,2018-01-15T10.25.43.613,2.760,-0.037,0.004,0.999
1516040743613,2018-01-15T10.25.43.613,2.760,-0.042,0.004,1.000
1516040743619,2018-01-15T10.25.43.619,2.766,-0.038,0.007,1.001
1516040743619,2018-01-15T10.25.43.619,2.766,-0.038,0.005,0.997
1516040743619,2018-01-15T10.25.43.619,2.766,-0.037,0.008,0.998
1516040743643,2018-01-15T10.25.43.643,2.790,-0.037,0.008,0.997
1516040743643,2018-01-15T10.25.43.643,2.790,-0.039,0.005,1.000
1516040743643,2018-01-15T10.25.43.643,2.790,-0.039,0.006,0.998
1516040743649,2018-01-15T10.25.43.649,2.796,-0.037,0.006,0.995
1516040743649,2018-01-15T10.25.43.649,2.796,-0.041,0.005,0.997
1516040743649,2018-01-15T10.25.43.649,2.796,-0.041,0.007,1.004
1516040743673,2018-01-15T10.25.43.673,2.820,-0.042,0.006,1.000
1516040743673,2018-01-15T10.25.43.673,2.820,-0.041,0.005,1.000
1516040743673,2018-01-15T10.25.43.673,2.820,-0.042,0.007,1.000
1516040743679,2018-01-15T10.25.43.679,2.826,-0.043,0.006,0.997
1516040743679,2018-01-15T10.25.43.679,2.826,-0.041,0.005,0.998
1516040743679,2018-01-15T10.25.43.679,2.826,-0.042,0.005,0.995
1516040743703,2018-01-15T10.25.43.703,2.850,-0.040,0.004,0.997
1516040743703,2018-01-15T10.25.43.703,2.850,-0.044,0.003,1.000
1516040743703,2018-01-15T10.25.43.703,2.850,-0.040,0.005,0.999
1516040743712,2018-01-15T10.25.43.712,2.859,-0.041,0.005,0.998
1516040743712,2018-01-15T10.25.43.712,2.859,-0.043,0.006,0.998
1516040743712,2018-01-15T10.25.43.712,2.859,-0.040,0.005,0.996
1516040743733,2018-01-15T10.25.43.733,2.880,-0.039,0.004,0.997
1516040743733,2018-01-15T10.25.43.733,2.880,-0.040,0.007,1.002
1516040743733,2018-01-15T10.25.43.733,2.880,-0.037,0.003,0.997
1516040743737,2018-01-15T10.25.43.737,2.884,-0.042,0.006,0.997
1516040743737,2018-01-15T10.25.43.737,2.884,-0.040,0.007,0.999
1516040743737,2018-01-15T10.25.43.737,2.884,-0.040,0.006,0.999
1516040743763,2018-01-15T10.25.43.763,2.910,-0.041,0.004,0.998
1516040743763,2018-01-15T10.25.43.763,2.910,-0.037,0.007,0.998
1516040743763,2018-01-15T10.25.43.763,2.910,-0.040,0.007,1.000
1516040743769,2018-01-15T10.25.43.769,2.916,-0.039,0.008,0.999
1516040743769,2018-01-15T10.25.43.769,2.916,-0.041,0.006,0.996
1516040743769,2018-01-15T10.25.43.769,2.916,-0.039,0.008,0.998
1516040743793,2018-01-15T10.25.43.793,2.940,-0.042,0.007,0.995
1516040743793,2018-01-15T10.25.43.793,2.940,-0.042,0.006,1.000
1516040743793,2018-01-15T10.25.43.793,2.940,-0.043,0.006,1.000
1516040743797,2018-01-15T10.25.43.797,2.944,-0.040,0.006,0.998
1516040743797,2018-01-15T10.25.43.797,2.944,-0.039,0.003,0.998
1516040743797,2018-01-15T10.25.43.797,2.944,-0.040,0.006,1.000
1516040743823,2018-01-15T10.25.43.823,2.970,-0.040,0.007,1.000
1516040743823,2018-01-15T10.25.43.823,2.970,-0.041,0.005,0.998
1516040743823,2018-01-15T10.25.43.823,2.970,-0.040,0.008,0.999
1516040743828,2018-01-15T10.25.43.828,2.975,-0.039,0.003,1.000
1516040743828,2018-01-15T10.25.43.828,2.975,-0.040,0.008,0.997
1516040743828,2018-01-15T10.25.43.828,2.975,-0.041,0.005,1.000
1516040743853,2018-01-15T10.25.43.853,3.000,-0.041,0.007,0.998
1516040743853,2018-01-15T10.25.43.853,3.000,-0.041,0.009,0.997
1516040743853,2018-01-15T10.25.43.853,3.000,-0.040,0.004,0.997
1516040743859,2018-01-15T10.25.43.859,3.006,-0.042,0.002,0.998
1516040743859,2018-01-15T10.25.43.859,3.006,-0.043,0.006,0.997
1516040743859,2018-01-15T10.25.43.859,3.006,-0.041,0.008,0.998
1516040743883,2018-01-15T10.25.43.883,3.030,-0.039,0.005,1.000
1516040743883,2018-01-15T10.25.43.883,3.030,-0.042,0.011,0.999
1516040743883,2018-01-15T10.25.43.883,3.030,-0.041,0.006,0.997
1516040743892,2018-01-15T10.25.43.892,3.039,-0.042,0.005,0.996
1516040743892,2018-01-15T10.25.43.892,3.039,-0.039,0.002,1.000
1516040743892,2018-01-15T10.25.43.892,3.039,-0.038,0.003,0.998
1516040743913,2018-01-15T10.25.43.913,3.060,-0.040,0.005,1.000
1516040743913,2018-01-15T10.25.43.913,3.060,-0.040,0.009,1.001
1516040743913,2018-01-15T10.25.43.913,3.060,-0.038,0.007,0.999
1516040743919,2018-01-15T10.25.43.919,3.066,-0.043,0.006,1.000
1516040743919,2018-01-15T10.25.43.919,3.066,-0.042,0.008,1.000
1516040743919,2018-01-15T10.25.43.919,3.066,-0.040,0.006,0.996
1516040743943,2018-01-15T10.25.43.943,3.090,-0.042,0.005,0.997
1516040743943,2018-01-15T10.25.43.943,3.090,-0.041,0.009,1.000
1516040743943,2018-01-15T10.25.43.943,3.090,-0.041,0.008,0.997
1516040743947,2018-01-15T10.25.43.947,3.094,-0.041,0.005,0.997
1516040743947,2018-01-15T10.25.43.947,3.094,-0.041,0.007,1.000
1516040743947,2018-01-15T10.25.43.947,3.094,-0.040,0.013,1.000
1516040743973,2018-01-15T10.25.43.973,3.120,-0.039,0.010,1.003
1516040743973,2018-01-15T10.25.43.973,3.120,-0.042,0.008,0.999
1516040743973,2018-01-15T10.25.43.973,3.120,-0.040,0.006,1.000
1516040743979,2018-01-15T10.25.43.979,3.126,-0.036,0.005,1.000
1516040743979,2018-01-15T10.25.43.979,3.126,-0.040,0.008,0.998
1516040743979,2018-01-15T10.25.43.979,3.126,-0.042,0.007,0.999
1516040744003,2018-01-15T10.25.44.003,3.150,-0.042,0.007,0.999
1516040744003,2018-01-15T10.25.44.003,3.150,-0.044,0.007,0.999
1516040744003,2018-01-15T10.25.44.003,3.150,-0.041,0.006,0.994
1516040744007,2018-01-15T10.25.44.007,3.154,-0.043,0.005,0.993
1516040744007,2018-01-15T10.25.44.007,3.154,-0.042,0.006,1.000
1516040744007,2018-01-15T10.25.44.007,3.154,-0.040,0.001,1.001
1516040744033,2018-01-15T10.25.44.033,3.180,-0.040,0.002,1.000
1516040744033,2018-01-15T10.25.44.033,3.180,-0.041,0.005,0.997
1516040744033,2018-01-15T10.25.44.033,3.180,-0.039,0.003,0.997
1516040744036,2018-01-15T10.25.44.036,3.183,-0.040,0.006,1.000
1516040744036,2018-01-15T10.25.44.036,3.183,-0.041,0.006,1.001
1516040744036,2018-01-15T10.25.44.036,3.183,-0.040,0.006,0.998
1516040744063,2018-01-15T10.25.44.063,3.210,-0.040,0.006,0.999
1516040744063,2018-01-15T10.25.44.063,3.210,-0.040,0.006,0.999
1516040744063,2018-01-15T10.25.44.063,3.210,-0.042,0.006,0.995
1516040744067,2018-01-15T10.25.44.067,3.214,-0.040,0.009,0.997
1516040744067,2018-01-15T10.25.44.067,3.214,-0.041,0.006,0.996
1516040744067,2018-01-15T10.25.44.067,3.214,-0.040,0.007,0.997
1516040744093,2018-01-15T10.25.44.093,3.240,-0.042,0.007,1.001
1516040744093,2018-01-15T10.25.44.093,3.240,-0.042,0.008,0.998
1516040744093,2018-01-15T10.25.44.093,3.240,-0.040,0.009,0.996
1516040744096,2018-01-15T10.25.44.096,3.243,-0.039,0.008,1.002
1516040744096,2018-01-15T10.25.44.096,3.243,-0.037,0.005,1.000
1516040744096,2018-01-15T10.25.44.096,3.243,-0.039,0.006,0.994
1516040744123,2018-01-15T10.25.44.123,3.270,-0.040,0.006,0.993
1516040744123,2018-01-15T10.25.44.123,3.270,-0.038,0.007,0.995
1516040744123,2018-01-15T10.25.44.123,3.270,-0.037,0.005,0.998
1516040744129,2018-01-15T10.25.44.129,3.276,-0.042,0.007,0.996
1516040744129,2018-01-15T10.25.44.129,3.276,-0.041,0.006,0.998
1516040744129,2018-01-15T10.25.44.129,3.276,-0.040,0.007,1.000
1516040744153,2018-01-15T10.25.44.153,3.300,-0.038,0.008,0.999
1516040744153,2018-01-15T10.25.44.153,3.300,-0.039,0.007,0.995
1516040744153,2018-01-15T10.25.44.153,3.300,-0.040,0.003,0.997
1516040744160,2018-01-15T10.25.44.160,3.307,-0.043,0.006,1.001
1516040744160,2018-01-15T10.25.44.160,3.307,-0.043,0.003,1.002
1516040744160,2018-01-15T10.25.44.160,3.307,-0.041,0.006,1.001
1516040744183,2018-01-15T10.25.44.183,3.330,-0.041,0.003,0.997
1516040744183,2018-01-15T10.25.44.183,3.330,-0.041,0.003,0.999
1516040744183,2018-01-15T10.25.44.183,3.330,-0.038,0.005,1.001
1516040744213,2018-01-15T10.25.44.213,3.360,-0.041,0.006,1.000
1516040744213,2018-01-15T10.25.44.213,3.360,-0.041,0.006,0.997
1516040744213,2018-01-15T10.25.44.213,3.360,-0.042,0.007,1.001
1516040744243,2018-01-15T10.25.44.243,3.390,-0.044,0.003,1.001
1516040744243,2018-01-15T10.25.44.243,3.390,-0.043,0.004,1.000
1516040744243,2018-01-15T10.25.44.243,3.390,-0.041,0.006,1.000
1516040744247,2018-01-15T10.25.44.247,3.394,-0.043,0.005,0.998
1516040744247,2018-01-15T10.25.44.247,3.394,-0.040,0.008,0.998
1516040744247,2018-01-15T10.25.44.247,3.394,-0.040,0.008,0.996
1516040744251,2018-01-15T10.25.44.251,3.398,-0.042,0.005,0.995
1516040744251,2018-01-15T10.25.44.251,3.398,-0.040,0.006,0.998
1516040744251,2018-01-15T10.25.44.251,3.398,-0.037,0.005,0.999
1516040744255,2018-01-15T10.25.44.255,3.402,-0.041,0.007,1.001
1516040744255,2018-01-15T10.25.44.255,3.402,-0.041,0.009,1.001
1516040744255,2018-01-15T10.25.44.255,3.402,-0.038,0.008,0.996
1516040744273,2018-01-15T10.25.44.273,3.420,-0.038,0.007,0.995
1516040744273,2018-01-15T10.25.44.273,3.420,-0.041,0.008,1.001
1516040744273,2018-01-15T10.25.44.273,3.420,-0.042,0.009,1.001
1516040744278,2018-01-15T10.25.44.278,3.425,-0.040,0.006,1.001
1516040744278,2018-01-15T10.25.44.278,3.425,-0.039,0.006,0.999
1516040744278,2018-01-15T10.25.44.278,3.425,-0.040,0.007,0.998
1516040744303,2018-01-15T10.25.44.303,3.450,-0.040,0.007,0.999
1516040744303,2018-01-15T10.25.44.303,3.450,-0.040,0.005,1.000
1516040744303,2018-01-15T10.25.44.303,3.450,-0.038,0.006,1.000
1516040744307,2018-01-15T10.25.44.307,3.454,-0.041,0.008,0.994
1516040744307,2018-01-15T10.25.44.307,3.454,-0.042,0.005,0.993
1516040744307,2018-01-15T10.25.44.307,3.454,-0.039,0.003,0.998
1516040744333,2018-01-15T10.25.44.333,3.480,-0.038,0.008,0.998
1516040744333,2018-01-15T10.25.44.333,3.480,-0.042,0.008,1.001
1516040744333,2018-01-15T10.25.44.333,3.480,-0.042,0.008,1.000
1516040744339,2018-01-15T10.25.44.339,3.486,-0.045,0.006,0.999
1516040744339,2018-01-15T10.25.44.339,3.486,-0.043,0.006,1.000
1516040744339,2018-01-15T10.25.44.339,3.486,-0.044,0.004,0.998
1516040744363,2018-01-15T10.25.44.363,3.510,-0.041,0.004,1.000
1516040744363,2018-01-15T10.25.44.363,3.510,-0.042,0.009,1.000
1516040744363,2018-01-15T10.25.44.363,3.510,-0.042,0.010,0.999
1516040744367,2018-01-15T10.25.44.367,3.514,-0.041,0.006,0.999
1516040744367,2018-01-15T10.25.44.367,3.514,-0.040,0.007,1.002
1516040744367,2018-01-15T10.25.44.367,3.514,-0.042,0.006,0.998
1516040744393,2018-01-15T10.25.44.393,3.540,-0.040,0.009,0.998
